Order No,Sales($),Quantity,Discount,Profit($),Price($)
3321,662.88 ,3,0.2,74.57 ,828.60 
3322,25.92 ,5,0.2,9.07 ,32.40 
3323,68.94 ,3,0,20.68 ,68.94 
3324,128.82 ,3,0,50.24 ,128.82 
3325,896.99 ,5,0.8,"-1,480.03 ","4,484.95 "
3326,1.23 ,1,0.8,-1.97 ,6.17 
3327,67.56 ,3,0.2,6.76 ,84.45 
3328,21.72 ,5,0.2,7.87 ,27.15 
3329,262.34 ,8,0.2,95.10 ,327.92 
3330,148.48 ,2,0.2,16.70 ,185.60 
3331,241.18 ,3,0.2,15.07 ,301.47 
3332,227.98 ,3,0.2,28.50 ,284.97 
3333,52.68 ,3,0.2,19.76 ,65.85 
3334,2.03 ,1,0.6,-1.32 ,5.08 
3335,17.12 ,4,0,4.96 ,17.12 
3336,431.97 ,4,0.2,37.80 ,539.96 
3337,129.92 ,4,0,10.39 ,129.92 
3338,568.73 ,3,0.2,28.44 ,710.91 
3339,117.14 ,9,0.2,42.46 ,146.43 
3340,203.52 ,3,0,54.95 ,203.52 
3341,51.75 ,5,0,24.84 ,51.75 
3342,122.97 ,3,0,60.26 ,122.97 
3343,244.62 ,1,0.3,20.97 ,349.45 
3344,59.97 ,3,0,28.79 ,59.97 
3345,81.54 ,9,0,36.69 ,81.54 
3346,11.68 ,4,0,5.26 ,11.68 
3347,29.00 ,5,0,13.92 ,29.00 
3348,50.80 ,5,0,13.21 ,50.80 
3349,16.03 ,5,0.8,-25.65 ,80.15 
3350,15.71 ,4,0.2,5.70 ,19.64 
3351,89.97 ,3,0,18.89 ,89.97 
3352,436.00 ,3,0.15,20.52 ,512.94 
3353,83.98 ,2,0.2,31.49 ,104.98 
3354,359.98 ,2,0,93.59 ,359.98 
3355,70.56 ,1,0.3,-4.03 ,100.80 
3356,20.88 ,2,0,9.60 ,20.88 
3357,3.81 ,1,0,1.83 ,3.81 
3358,73.01 ,9,0.2,26.47 ,91.26 
3359,3.21 ,2,0.8,-5.29 ,16.04 
3360,26.18 ,2,0.2,-3.27 ,32.72 
3361,30.44 ,4,0,14.31 ,30.44 
3362,35.28 ,3,0,12.00 ,35.28 
3363,19.44 ,3,0,9.33 ,19.44 
3364,37.88 ,2,0,18.94 ,37.88 
3365,9.55 ,3,0.6,-3.82 ,23.88 
3366,290.67 ,2,0.15,3.42 ,341.96 
3367,10.37 ,2,0.2,3.63 ,12.96 
3368,14.35 ,3,0.2,4.49 ,17.94 
3369,141.96 ,2,0,41.17 ,141.96 
3370,66.05 ,4,0.2,23.12 ,82.56 
3371,"1,287.45 ",5,0,244.62 ,"1,287.45 "
3372,25.82 ,6,0.2,9.04 ,32.28 
3373,160.96 ,2,0,48.29 ,160.96 
3374,28.44 ,3,0,11.38 ,28.44 
3375,364.41 ,5,0.1,8.10 ,404.90 
3376,39.96 ,4,0,10.39 ,39.96 
3377,361.76 ,2,0.1,68.33 ,401.96 
3378,111.67 ,9,0.2,6.98 ,139.59 
3379,13.78 ,6,0.8,-22.04 ,68.88 
3380,10.27 ,3,0.2,3.21 ,12.84 
3381,24.05 ,9,0.2,7.21 ,30.06 
3382,2.90 ,1,0.2,0.98 ,3.62 
3383,17.94 ,3,0,8.79 ,17.94 
3384,384.17 ,7,0.1,29.88 ,426.86 
3385,"1,799.75 ",5,0,539.93 ,"1,799.75 "
3386,580.67 ,4,0.2,65.33 ,725.84 
3387,18.94 ,3,0.2,5.92 ,23.67 
3388,222.38 ,2,0.2,16.68 ,277.98 
3389,50.45 ,6,0.7,-33.64 ,168.18 
3390,154.76 ,3,0.4,-36.11 ,257.94 
3391,6.85 ,2,0.2,2.14 ,8.56 
3392,"1,091.17 ",4,0.2,68.20 ,"1,363.96 "
3393,219.17 ,2,0.2,-43.83 ,273.96 
3394,6.93 ,1,0.8,-11.08 ,34.64 
3395,40.03 ,6,0.2,15.01 ,50.04 
3396,443.92 ,4,0,13.32 ,443.92 
3397,169.99 ,1,0,78.20 ,169.99 
3398,25.92 ,4,0,12.44 ,25.92 
3399,36.99 ,1,0,9.99 ,36.99 
3400,629.10 ,6,0,301.97 ,629.10 
3401,193.95 ,3,0,9.70 ,193.95 
3402,5.46 ,3,0,1.47 ,5.46 
3403,22.29 ,7,0.6,-8.92 ,55.72 
3404,65.42 ,4,0.6,-52.34 ,163.56 
3405,77.88 ,2,0,3.89 ,77.88 
3406,281.37 ,2,0.3,-12.06 ,401.96 
3407,281.37 ,2,0.3,-12.06 ,401.96 
3408,7.49 ,8,0.7,-5.24 ,24.96 
3409,22.34 ,4,0.2,7.82 ,27.92 
3410,10.37 ,2,0.2,3.63 ,12.96 
3411,65.79 ,9,0,30.26 ,65.79 
3412,271.98 ,2,0.2,88.39 ,339.98 
3413,11.76 ,4,0,3.18 ,11.76 
3414,77.52 ,2,0,37.98 ,77.52 
3415,48.64 ,2,0.2,15.81 ,60.80 
3416,1.81 ,1,0,0.65 ,1.81 
3417,8.26 ,2,0,3.88 ,8.26 
3418,43.56 ,5,0.2,3.27 ,54.45 
3419,5.84 ,2,0.2,0.73 ,7.30 
3420,271.76 ,2,0.1,60.39 ,301.96 
3421,262.24 ,2,0,78.67 ,262.24 
3422,182.72 ,8,0,84.05 ,182.72 
3423,131.60 ,7,0,7.90 ,131.60 
3424,22.72 ,4,0.2,7.38 ,28.40 
3425,558.40 ,2,0.2,41.88 ,698.00 
3426,15.24 ,4,0,6.86 ,15.24 
3427,"1,408.10 ",10,0,394.27 ,"1,408.10 "
3428,32.90 ,4,0.2,11.10 ,41.12 
3429,215.15 ,2,0.4,-103.99 ,358.58 
3430,30.96 ,6,0.2,11.22 ,38.70 
3431,29.79 ,3,0,8.64 ,29.79 
3432,128.90 ,2,0,15.47 ,128.90 
3433,60.12 ,9,0,28.86 ,60.12 
3434,24.82 ,3,0.2,8.38 ,31.02 
3435,14.98 ,6,0.2,5.43 ,18.72 
3436,15.08 ,2,0.8,-22.62 ,75.40 
3437,24.29 ,3,0.6,-12.75 ,60.72 
3438,16.19 ,2,0.6,-8.50 ,40.48 
3439,251.01 ,2,0.3,-68.13 ,358.58 
3440,54.19 ,6,0.2,4.06 ,67.74 
3441,4.30 ,1,0.2,1.56 ,5.38 
3442,108.92 ,14,0,49.01 ,108.92 
3443,16.74 ,3,0,8.37 ,16.74 
3444,"2,504.74 ",7,0,626.19 ,"2,504.74 "
3445,84.78 ,2,0.2,-16.96 ,105.98 
3446,29.90 ,5,0,5.08 ,29.90 
3447,70.88 ,2,0,33.31 ,70.88 
3448,3.76 ,2,0,1.09 ,3.76 
3449,27.26 ,2,0.2,8.86 ,34.08 
3450,56.65 ,5,0,24.36 ,56.65 
3451,14.97 ,1,0,4.19 ,14.97 
3452,4.02 ,2,0,1.97 ,4.02 
3453,471.92 ,2,0.2,29.50 ,589.90 
3454,58.72 ,4,0,27.01 ,58.72 
3455,5.16 ,3,0.2,0.84 ,6.45 
3456,16.50 ,2,0.2,5.57 ,20.62 
3457,71.98 ,3,0.2,19.79 ,89.97 
3458,22.51 ,3,0.2,2.25 ,28.14 
3459,3.44 ,2,0.7,-2.76 ,11.48 
3460,538.19 ,2,0.7,-412.62 ,"1,793.98 "
3461,47.98 ,2,0.2,14.40 ,59.98 
3462,492.77 ,4,0.2,55.44 ,615.96 
3463,286.79 ,7,0,74.57 ,286.79 
3464,5.08 ,1,0.2,1.65 ,6.35 
3465,47.99 ,1,0.2,7.20 ,59.99 
3466,61.96 ,2,0,16.11 ,61.96 
3467,361.96 ,2,0,83.25 ,361.96 
3468,278.82 ,9,0,125.47 ,278.82 
3469,133.38 ,6,0,58.69 ,133.38 
3470,47.95 ,3,0.2,16.18 ,59.94 
3471,16.74 ,2,0,4.35 ,16.74 
3472,10.85 ,2,0.2,3.53 ,13.56 
3473,18.54 ,2,0.2,3.01 ,23.18 
3474,180.98 ,1,0,47.05 ,180.98 
3475,99.98 ,2,0,42.99 ,99.98 
3476,34.95 ,5,0,15.38 ,34.95 
3477,152.00 ,5,0,69.92 ,152.00 
3478,92.52 ,9,0,18.50 ,92.52 
3479,8.56 ,2,0,2.48 ,8.56 
3480,45.36 ,7,0,21.77 ,45.36 
3481,"1,421.66 ",6,0.2,-195.48 ,"1,777.08 "
3482,8.96 ,2,0,2.78 ,8.96 
3483,579.95 ,5,0,168.19 ,579.95 
3484,29.12 ,4,0,12.52 ,29.12 
3485,"1,202.94 ",3,0,300.74 ,"1,202.94 "
3486,7.92 ,4,0,3.56 ,7.92 
3487,36.19 ,1,0.2,2.71 ,45.24 
3488,147.18 ,2,0.2,-29.44 ,183.98 
3489,408.42 ,2,0.3,-5.83 ,583.46 
3490,382.12 ,6,0.3,-92.80 ,545.88 
3491,68.60 ,5,0.2,6.00 ,85.75 
3492,435.50 ,3,0.2,48.99 ,544.38 
3493,11.17 ,2,0.2,3.77 ,13.96 
3494,72.00 ,4,0,12.96 ,72.00 
3495,655.90 ,5,0,275.48 ,655.90 
3496,603.92 ,4,0,181.18 ,603.92 
3497,513.02 ,2,0.2,12.83 ,641.28 
3498,487.92 ,6,0,136.62 ,487.92 
3499,15.24 ,5,0.2,5.33 ,19.05 
3500,209.97 ,3,0,71.39 ,209.97 
3501,62.94 ,3,0,30.21 ,62.94 
3502,25.92 ,9,0,7.78 ,25.92 
3503,10.37 ,2,0.2,3.63 ,12.96 
3504,95.74 ,3,0.2,20.34 ,119.67 
3505,900.08 ,4,0,117.01 ,900.08 
3506,201.58 ,2,0.2,20.16 ,251.98 
3507,3.39 ,4,0.8,-5.09 ,16.96 
3508,193.07 ,4,0.32,-19.87 ,283.92 
3509,15.55 ,3,0.2,5.44 ,19.44 
3510,11.65 ,2,0.2,4.08 ,14.56 
3511,418.80 ,2,0.4,-97.72 ,698.00 
3512,509.49 ,7,0.2,-127.37 ,636.86 
3513,825.17 ,9,0.3,-117.88 ,"1,178.82 "
3514,17.76 ,3,0.2,5.55 ,22.20 
3515,6.91 ,3,0.2,0.86 ,8.64 
3516,66.30 ,3,0,8.62 ,66.30 
3517,30.82 ,9,0.2,9.63 ,38.52 
3518,44.78 ,2,0.2,4.48 ,55.98 
3519,569.54 ,4,0.2,64.07 ,711.92 
3520,796.43 ,7,0.5,-525.64 ,"1,592.85 "
3521,12.83 ,2,0.2,4.33 ,16.04 
3522,40.46 ,7,0,19.83 ,40.46 
3523,404.94 ,3,0,109.33 ,404.94 
3524,116.00 ,8,0,29.00 ,116.00 
3525,657.55 ,6,0.2,49.32 ,821.94 
3526,599.97 ,3,0,257.99 ,599.97 
3527,38.97 ,3,0,0.78 ,38.97 
3528,45.84 ,8,0,22.00 ,45.84 
3529,38.24 ,4,0.2,-9.56 ,47.80 
3530,87.17 ,3,0.2,10.90 ,108.96 
3531,21.40 ,5,0,6.21 ,21.40 
3532,54.90 ,5,0,15.37 ,54.90 
3533,287.97 ,4,0.2,97.19 ,359.96 
3534,13.12 ,4,0,3.80 ,13.12 
3535,10.75 ,5,0,3.55 ,10.75 
3536,11.62 ,2,0,3.60 ,11.62 
3537,40.74 ,3,0,0.41 ,40.74 
3538,83.25 ,3,0,14.99 ,83.25 
3539,9.45 ,3,0,4.54 ,9.45 
3540,20.65 ,5,0,9.50 ,20.65 
3541,45.36 ,7,0,21.77 ,45.36 
3542,5.35 ,3,0.2,1.61 ,6.69 
3543,99.37 ,2,0.3,-7.10 ,141.96 
3544,2.67 ,1,0.2,0.37 ,3.34 
3545,28.67 ,8,0.2,10.39 ,35.84 
3546,29.31 ,8,0.8,-74.75 ,146.56 
3547,105.98 ,7,0,4.24 ,105.98 
3548,35.06 ,2,0,10.52 ,35.06 
3549,33.94 ,1,0,9.16 ,33.94 
3550,30.00 ,8,0,14.40 ,30.00 
3551,45.53 ,3,0.2,15.93 ,56.91 
3552,844.12 ,6,0.3,-36.18 ,"1,205.88 "
3553,812.74 ,8,0.2,60.96 ,"1,015.92 "
3554,7.48 ,1,0.7,-5.98 ,24.92 
3555,330.40 ,2,0,85.90 ,330.40 
3556,604.75 ,6,0.2,37.80 ,755.94 
3557,45.36 ,7,0,21.77 ,45.36 
3558,10.13 ,2,0.2,3.67 ,12.66 
3559,21.79 ,4,0.2,7.63 ,27.24 
3560,439.80 ,4,0,145.13 ,439.80 
3561,8.26 ,4,0.2,0.62 ,10.32 
3562,25.56 ,5,0.7,-20.45 ,85.20 
3563,4.37 ,2,0.7,-3.06 ,14.56 
3564,11.52 ,4,0.2,3.74 ,14.40 
3565,12.96 ,2,0,6.22 ,12.96 
3566,3.96 ,2,0,0.08 ,3.96 
3567,"1,577.94 ",3,0,757.41 ,"1,577.94 "
3568,15.01 ,4,0.6,-12.01 ,37.52 
3569,59.98 ,2,0,26.39 ,59.98 
3570,"2,395.20 ",6,0.2,209.58 ,"2,994.00 "
3571,"1,687.80 ",4,0,742.63 ,"1,687.80 "
3572,7.99 ,1,0.2,2.70 ,9.99 
3573,5.18 ,1,0.2,1.81 ,6.48 
3574,11.68 ,2,0,5.49 ,11.68 
3575,104.80 ,10,0,26.20 ,104.80 
3576,14.50 ,3,0.2,4.89 ,18.12 
3577,4.78 ,1,0.2,1.55 ,5.98 
3578,4.73 ,1,0,2.32 ,4.73 
3579,7.89 ,1,0,0.32 ,7.89 
3580,65.50 ,5,0,32.10 ,65.50 
3581,"2,430.08 ",8,0,388.81 ,"2,430.08 "
3582,104.85 ,1,0,50.33 ,104.85 
3583,3.90 ,2,0,1.52 ,3.90 
3584,801.96 ,2,0,200.49 ,801.96 
3585,191.96 ,2,0,32.63 ,191.96 
3586,2.61 ,1,0,1.20 ,2.61 
3587,5.96 ,2,0,1.67 ,5.96 
3588,"1,169.69 ",3,0.4,-253.43 ,"1,949.49 "
3589,"1,665.62 ",2,0,33.31 ,"1,665.62 "
3590,2.88 ,1,0,1.41 ,2.88 
3591,"1,443.96 ",12,0,375.43 ,"1,443.96 "
3592,2.92 ,1,0.2,0.37 ,3.65 
3593,465.18 ,3,0,120.95 ,465.18 
3594,22.43 ,3,0.7,-17.94 ,74.76 
3595,37.52 ,5,0.2,3.75 ,46.90 
3596,2.62 ,1,0.2,0.43 ,3.28 
3597,15.55 ,3,0.2,5.44 ,19.44 
3598,64.70 ,6,0.2,-4.85 ,80.88 
3599,17.47 ,3,0.2,5.02 ,21.84 
3600,135.52 ,1,0.4,-31.62 ,225.86 
3601,431.93 ,9,0.2,64.79 ,539.91 
3602,12.45 ,2,0.2,3.89 ,15.56 
3603,657.93 ,5,0.3,-93.99 ,939.90 
3604,277.40 ,5,0,133.15 ,277.40 
3605,25.16 ,2,0,8.55 ,25.16 
3606,91.92 ,4,0,31.25 ,91.92 
3607,29.34 ,3,0,13.50 ,29.34 
3608,139.44 ,3,0.2,47.06 ,174.30 
3609,6.91 ,3,0.2,2.51 ,8.64 
3610,27.10 ,3,0.2,2.03 ,33.87 
3611,177.57 ,2,0.2,-37.73 ,221.96 
3612,58.42 ,2,0.2,16.79 ,73.02 
3613,16.45 ,2,0.2,5.55 ,20.56 
3614,36.78 ,2,0.2,10.58 ,45.98 
3615,718.12 ,6,0.3,-71.81 ,"1,025.88 "
3616,31.78 ,4,0.2,8.74 ,39.72 
3617,9.56 ,5,0.7,-7.33 ,31.85 
3618,487.98 ,2,0.2,152.50 ,609.98 
3619,5.56 ,1,0.2,1.74 ,6.95 
3620,217.85 ,5,0,65.36 ,217.85 
3621,40.78 ,3,0.2,4.59 ,50.97 
3622,63.94 ,8,0.2,5.59 ,79.92 
3623,142.40 ,5,0,52.69 ,142.40 
3624,7.16 ,2,0,3.44 ,7.16 
3625,681.41 ,12,0.2,42.59 ,851.76 
3626,3.52 ,2,0,1.02 ,3.52 
3627,5.58 ,1,0,1.40 ,5.58 
3628,36.32 ,1,0,10.90 ,36.32 
3629,"2,060.74 ",7,0.2,643.98 ,"2,575.93 "
3630,52.27 ,3,0.2,9.80 ,65.34 
3631,213.14 ,7,0.2,23.98 ,266.42 
3632,69.52 ,2,0,19.47 ,69.52 
3633,763.44 ,8,0,45.81 ,763.44 
3634,9.22 ,4,0.2,3.34 ,11.52 
3635,41.96 ,7,0.4,-9.79 ,69.93 
3636,89.57 ,2,0.2,32.47 ,111.96 
3637,22.25 ,3,0.2,7.51 ,27.81 
3638,334.88 ,4,0.2,29.30 ,418.60 
3639,148.29 ,7,0.2,29.66 ,185.36 
3640,4.62 ,1,0.2,1.68 ,5.78 
3641,178.92 ,7,0.2,-29.07 ,223.65 
3642,69.89 ,7,0.7,-46.59 ,232.96 
3643,487.98 ,2,0.2,152.50 ,609.98 
3644,47.30 ,2,0,12.30 ,47.30 
3645,4.13 ,1,0,1.16 ,4.13 
3646,155.12 ,5,0.2,50.41 ,193.90 
3647,6.48 ,1,0,3.18 ,6.48 
3648,15.52 ,4,0,4.50 ,15.52 
3649,2.95 ,2,0.7,-2.06 ,9.82 
3650,55.10 ,6,0.2,18.60 ,68.88 
3651,104.88 ,6,0,41.95 ,104.88 
3652,34.70 ,5,0,12.49 ,34.70 
3653,33.72 ,4,0,15.51 ,33.72 
3654,14.94 ,3,0,7.02 ,14.94 
3655,638.73 ,9,0,166.07 ,638.73 
3656,113.57 ,2,0.2,-21.29 ,141.96 
3657,9.10 ,1,0.2,1.71 ,11.37 
3658,8.69 ,3,0.2,2.93 ,10.86 
3659,30.88 ,4,0.2,3.86 ,38.60 
3660,6.41 ,3,0.2,1.44 ,8.01 
3661,33.80 ,5,0.2,4.23 ,42.25 
3662,377.97 ,3,0,94.49 ,377.97 
3663,258.90 ,10,0,93.20 ,258.90 
3664,24.56 ,2,0,11.54 ,24.56 
3665,27.89 ,7,0.2,9.06 ,34.86 
3666,6.46 ,4,0.7,-4.52 ,21.52 
3667,52.68 ,3,0.2,19.76 ,65.85 
3668,13.88 ,5,0.2,-2.60 ,17.35 
3669,103.92 ,10,0.2,-18.19 ,129.90 
3670,11.52 ,5,0.2,3.74 ,14.40 
3671,10.37 ,2,0.2,3.63 ,12.96 
3672,39.07 ,3,0.2,2.93 ,48.84 
3673,8.87 ,1,0.2,3.22 ,11.09 
3674,121.10 ,6,0.7,-100.92 ,403.68 
3675,127.37 ,2,0.3,-30.93 ,181.96 
3676,47.95 ,3,0.2,16.18 ,59.94 
3677,44.46 ,2,0,14.67 ,44.46 
3678,15.80 ,4,0,5.06 ,15.80 
3679,464.97 ,3,0,209.24 ,464.97 
3680,181.96 ,2,0,20.02 ,181.96 
3681,12.39 ,3,0,5.70 ,12.39 
3682,84.09 ,3,0,42.05 ,84.09 
3683,79.36 ,4,0,32.54 ,79.36 
3684,153.36 ,9,0,70.55 ,153.36 
3685,43.68 ,6,0,21.40 ,43.68 
3686,98.21 ,7,0,28.48 ,98.21 
3687,9.84 ,3,0,3.25 ,9.84 
3688,2.69 ,2,0.7,-2.25 ,8.98 
3689,25.34 ,6,0.2,7.92 ,31.68 
3690,43.92 ,5,0.2,15.92 ,54.90 
3691,59.99 ,2,0.7,-46.00 ,199.98 
3692,439.99 ,1,0.2,165.00 ,549.99 
3693,87.96 ,5,0.2,30.79 ,109.95 
3694,15.49 ,4,0.2,3.68 ,19.36 
3695,232.96 ,7,0,116.48 ,232.96 
3696,66.54 ,6,0,32.60 ,66.54 
3697,43.26 ,3,0,14.28 ,43.26 
3698,141.96 ,2,0,22.71 ,141.96 
3699,79.40 ,5,0.2,5.96 ,99.25 
3700,163.96 ,4,0,70.50 ,163.96 
3701,37.93 ,1,0,6.83 ,37.93 
3702,15.17 ,2,0.2,3.79 ,18.96 
3703,24.78 ,6,0,6.94 ,24.78 
3704,19.14 ,3,0,8.80 ,19.14 
3705,899.97 ,3,0,314.99 ,899.97 
3706,32.40 ,5,0,15.55 ,32.40 
3707,23.83 ,3,0.2,6.55 ,29.79 
3708,6.37 ,2,0.6,-2.55 ,15.92 
3709,34.18 ,3,0.8,-87.15 ,170.88 
3710,5.54 ,7,0.2,1.66 ,6.93 
3711,510.24 ,3,0.2,6.38 ,637.80 
3712,204.95 ,5,0,100.43 ,204.95 
3713,11.54 ,1,0,3.46 ,11.54 
3714,162.60 ,3,0,34.15 ,162.60 
3715,45.68 ,2,0,21.01 ,45.68 
3716,603.92 ,5,0.2,45.29 ,754.90 
3717,23.55 ,5,0,1.18 ,23.55 
3718,5.04 ,2,0,0.15 ,5.04 
3719,249.95 ,5,0,107.48 ,249.95 
3720,33.40 ,5,0,12.36 ,33.40 
3721,18.92 ,4,0,7.38 ,18.92 
3722,15.42 ,2,0,6.94 ,15.42 
3723,35.71 ,8,0.2,2.23 ,44.64 
3724,551.99 ,5,0.7,-459.99 ,"1,839.95 "
3725,7.06 ,3,0.2,2.21 ,8.82 
3726,18.72 ,2,0.2,3.51 ,23.40 
3727,360.38 ,2,0,93.70 ,360.38 
3728,11.16 ,2,0,2.79 ,11.16 
3729,14.94 ,3,0,6.87 ,14.94 
3730,41.96 ,2,0,7.97 ,41.96 
3731,636.86 ,7,0,0.00 ,636.86 
3732,499.99 ,1,0,130.00 ,499.99 
3733,"1,259.93 ",7,0,327.58 ,"1,259.93 "
3734,65.08 ,4,0,31.89 ,65.08 
3735,26.38 ,1,0,12.13 ,26.38 
3736,71.97 ,3,0,16.55 ,71.97 
3737,129.98 ,2,0,62.39 ,129.98 
3738,32.54 ,2,0,15.94 ,32.54 
3739,10.90 ,1,0,3.05 ,10.90 
3740,59.98 ,2,0,25.19 ,59.98 
3741,61.93 ,1,0.1,23.40 ,68.81 
3742,16.52 ,4,0,7.60 ,16.52 
3743,60.12 ,9,0,28.86 ,60.12 
3744,49.54 ,3,0.2,17.34 ,61.92 
3745,11.85 ,3,0,3.79 ,11.85 
3746,118.25 ,5,0,34.29 ,118.25 
3747,368.97 ,3,0,81.17 ,368.97 
3748,198.46 ,2,0,99.23 ,198.46 
3749,321.92 ,4,0,96.58 ,321.92 
3750,879.98 ,2,0.2,329.99 ,"1,099.98 "
3751,28.40 ,5,0,8.24 ,28.40 
3752,230.28 ,3,0.2,23.03 ,287.85 
3753,116.28 ,3,0,56.98 ,116.28 
3754,841.57 ,2,0.2,294.55 ,"1,051.96 "
3755,354.90 ,5,0,17.75 ,354.90 
3756,42.78 ,7,0.2,15.51 ,53.48 
3757,563.43 ,5,0.3,-56.34 ,804.90 
3758,111.10 ,7,0.2,8.33 ,138.88 
3759,11.68 ,2,0,5.49 ,11.68 
3760,16.90 ,2,0,5.07 ,16.90 
3761,24.40 ,2,0,10.25 ,24.40 
3762,87.60 ,5,0,42.05 ,87.60 
3763,241.96 ,2,0,24.20 ,241.96 
3764,8.52 ,3,0,4.17 ,8.52 
3765,1.79 ,3,0.8,-3.04 ,8.94 
3766,99.37 ,2,0.3,-1.42 ,141.96 
3767,1.34 ,1,0.2,0.50 ,1.68 
3768,119.96 ,5,0.2,12.00 ,149.95 
3769,"1,013.83 ",9,0.2,101.38 ,"1,267.29 "
3770,1.98 ,2,0.2,0.67 ,2.48 
3771,"2,003.52 ",6,0.2,-325.57 ,"2,504.40 "
3772,82.37 ,2,0.2,-19.56 ,102.96 
3773,62.91 ,3,0,22.65 ,62.91 
3774,6.91 ,3,0.2,2.33 ,8.64 
3775,383.98 ,3,0.2,81.59 ,479.97 
3776,10.37 ,2,0.2,3.63 ,12.96 
3777,335.94 ,7,0.2,41.99 ,419.93 
3778,665.88 ,6,0,106.54 ,665.88 
3779,71.98 ,3,0.2,9.00 ,89.97 
3780,37.94 ,2,0,18.21 ,37.94 
3781,273.96 ,2,0,10.96 ,273.96 
3782,269.98 ,3,0.4,40.50 ,449.97 
3783,8.90 ,3,0.2,3.34 ,11.13 
3784,720.06 ,4,0.2,-63.01 ,900.08 
3785,41.42 ,2,0.2,8.28 ,51.78 
3786,3.13 ,2,0.7,-2.61 ,10.44 
3787,"1,085.42 ",7,0,282.21 ,"1,085.42 "
3788,3.91 ,1,0.2,1.03 ,4.89 
3789,62.38 ,3,0.2,7.02 ,77.97 
3790,29.05 ,5,0,9.01 ,29.05 
3791,180.96 ,6,0.2,67.86 ,226.20 
3792,4.42 ,3,0.7,-3.39 ,14.73 
3793,16.03 ,6,0.2,2.20 ,20.04 
3794,29.79 ,3,0,12.51 ,29.79 
3795,57.23 ,1,0,14.31 ,57.23 
3796,333.00 ,3,0.2,-16.65 ,416.25 
3797,36.44 ,4,0,12.03 ,36.44 
3798,251.64 ,3,0.2,88.07 ,314.55 
3799,523.76 ,3,0.4,-192.05 ,872.94 
3800,"1,359.96 ",5,0.2,119.00 ,"1,699.95 "
3801,102.59 ,1,0.2,10.26 ,128.24 
3802,22.70 ,1,0.2,5.96 ,28.38 
3803,93.02 ,3,0.2,33.72 ,116.28 
3804,12.77 ,2,0.2,1.44 ,15.96 
3805,35.01 ,4,0.2,13.13 ,43.76 
3806,39.15 ,1,0.2,14.68 ,48.94 
3807,11.76 ,5,0.2,1.32 ,14.70 
3808,5.24 ,2,0.7,-4.02 ,17.46 
3809,4.66 ,3,0.7,-3.73 ,15.54 
3810,523.92 ,5,0.2,-72.04 ,654.90 
3811,100.79 ,1,0.2,10.08 ,125.99 
3812,146.14 ,3,0.2,16.44 ,182.67 
3813,25.06 ,2,0,11.78 ,25.06 
3814,19.82 ,6,0.2,6.44 ,24.78 
3815,823.96 ,5,0.2,51.50 ,"1,029.95 "
3816,15.98 ,2,0.2,5.00 ,19.98 
3817,801.96 ,2,0,200.49 ,801.96 
3818,59.97 ,3,0,0.00 ,59.97 
3819,"1,056.86 ",7,0,306.49 ,"1,056.86 "
3820,12.82 ,3,0.2,4.33 ,16.02 
3821,314.35 ,3,0.2,-15.72 ,392.94 
3822,18.98 ,2,0,8.92 ,18.98 
3823,18.24 ,6,0.2,6.16 ,22.80 
3824,991.20 ,6,0,257.71 ,991.20 
3825,879.98 ,2,0.2,329.99 ,"1,099.98 "
3826,12.96 ,9,0.2,4.54 ,16.20 
3827,107.44 ,10,0.2,10.74 ,134.30 
3828,"1,458.65 ",5,0,423.01 ,"1,458.65 "
3829,26.64 ,1,0,7.46 ,26.64 
3830,476.80 ,2,0,119.20 ,476.80 
3831,87.44 ,2,0.1,18.46 ,97.16 
3832,76.14 ,3,0,26.65 ,76.14 
3833,19.96 ,2,0,9.38 ,19.96 
3834,"1,049.97 ",5,0.4,-209.99 ,"1,749.95 "
3835,611.06 ,3,0.3,-34.92 ,872.94 
3836,2.37 ,2,0.2,0.83 ,2.96 
3837,19.01 ,3,0.2,6.89 ,23.76 
3838,911.98 ,2,0.2,114.00 ,"1,139.98 "
3839,674.35 ,3,0.2,-109.58 ,842.94 
3840,134.01 ,9,0,36.18 ,134.01 
3841,170.97 ,3,0,70.10 ,170.97 
3842,170.35 ,3,0.2,10.65 ,212.94 
3843,7.18 ,2,0.2,2.25 ,8.98 
3844,6.28 ,2,0,0.06 ,6.28 
3845,480.74 ,2,0,14.42 ,480.74 
3846,617.00 ,6,0.15,-36.29 ,725.88 
3847,141.40 ,5,0,38.18 ,141.40 
3848,501.81 ,3,0,0.00 ,501.81 
3849,691.96 ,4,0,318.30 ,691.96 
3850,34.95 ,5,0,15.38 ,34.95 
3851,85.96 ,7,0,40.40 ,85.96 
3852,85.30 ,2,0,14.50 ,85.30 
3853,33.57 ,8,0.8,-53.71 ,167.84 
3854,4.95 ,1,0,2.18 ,4.95 
3855,26.40 ,5,0,0.00 ,26.40 
3856,3.56 ,3,0.8,-6.24 ,17.82 
3857,823.96 ,5,0.2,51.50 ,"1,029.95 "
3858,10.27 ,3,0.2,0.90 ,12.84 
3859,447.94 ,7,0.2,89.59 ,559.93 
3860,480.96 ,3,0.5,-269.34 ,961.92 
3861,124.79 ,1,0.2,10.92 ,155.99 
3862,40.18 ,3,0.2,14.56 ,50.22 
3863,10.90 ,3,0.2,3.95 ,13.62 
3864,10.64 ,4,0,2.77 ,10.64 
